VannKraftverkID,Navn,VannKVType,VannKVTypeID,HovedEier,HovedEier_OrgNr,Fylke,FylkesNr,Kommune,KommuneNr,ForsteUtnyttelseAvFalletDato,DatoForEldsteKraftproduserendeDel,MaksYtelse,MidProd_91_20,BruttoFallhoyde_M,Slukeevne,EnEkv,ElspotomraadeNummer,RegineNr,ErIDrift,IDriftDato,Konsesjoner,Kraftverkstatus,NVEOmraadeID,NVEOmraadeNavn,Nedborsfeltnavn,SPPunkt,SPSone,UnderBygging,UteAvDrift,VassdragsOmraadeID,VassdragsOmraadeNavn
768,Lakshola,Kraftverk,K,SISO ENERGI AS,986530673,Nordland,18,Sørfold,45,1999,1999,30.0,115.582,314.0,10.8,0.772,4,166.5A0,True,1999-12-01T00:00:00,"[{'KdbID': 591, 'Tittel': 'Erverv og regulering av Faulvatnet i Sørfold (Laksågavassdraget)'}]",Idrift,,,Laksåga,01,711,False,,10,NVE - område: 10
1442,Landakraft,Kraftverk,K,LANDAKRAFT AS,980713830,Vestland,46,Kvinnherad,17,2010,2010,2.0,7.083,182.0,1.38,0.403,2,045.31Z,True,2010-06-09T00:00:00,"[{'KdbID': 2969, 'Tittel': 'Landa kraftverk'}]",Idrift,,,Storelva,01,186,False,,5,NVE - område: 5
1685,Langdalselva,Kraftverk,K,SMÅKRAFT AS,984616155,Troms,55,Kvænangen,46,2013,2013,4.3,7.314,235.0,2.3,0.519,4,210.3A,True,2013-06-12T00:00:00,"[{'KdbID': 4525, 'Tittel': 'Langdalselva kraftverk'}]",Idrift,,,Langdalselva,01,839,False,,12,NVE - område: 12
1931,Langedal,Kraftverk,K,LANGEDAL KRAFT AS,915341500,Vestland,46,Kinn,02,2018,2018,3.0,12.551,138.0,2.57,0.324,3,085.C1A,True,2018-08-22T00:00:00,"[{'KdbID': 5724, 'Tittel': 'Langedal kraftverk'}]",Idrift,,,Oselvvassdraget,,999,False,,13,NVE - område: 13
1516,Langedalen,Kraftverk,K,LITLEBØ KRAFT AS,992530448,Møre og Romsdal,15,Stranda,25,2011,2011,5.0,15.6,80.0,7.9,0.176,3,098.5C,True,2011-05-03T00:00:00,"[{'KdbID': 4636, 'Tittel': 'Litlebø kraftverk, (Langedalen og Nibbedalen)'}]",Idrift,,,Langedalselva,03,411,False,,8,NVE - område: 8
1939,Langedalselva,Kraftverk,K,LANGEDALSELVA KRAFT AS,919559330,Vestland,46,Gloppen,50,2018,2018,0.99,6.455,283.9,0.47,0.585,3,087.1AZ,True,2018-11-21T00:00:00,"[{'KdbID': 6420, 'Tittel': 'Langedalselva kraftverk'}]",Idrift,,,Traudalselva,,368,False,,13,NVE - område: 13
939,Langevåg,Kraftverk,K,O. A. DEVOLDS SØNNER AS,911179180,Møre og Romsdal,15,Sula,31,1939,1939,0.125,0.2,,,,3,101.41,True,1939-01-01T00:00:00,[],Idrift,,,KYSTFELT,,999,False,,8,NVE - område: 8
233,Langfjord,Kraftverk,K,HELGELAND KRAFT VANNKRAFT AS,917424896,Nordland,18,Brønnøy,13,1949,2005,9.0,39.142,255.0,4.0,0.625,4,148.31Z,True,2005-12-22T00:00:00,"[{'KdbID': 939, 'Tittel': 'Erverv av fallrettigheter i Øyrelven og Tettingelven m.v.'}, {'KdbID': 8357, 'Tittel': 'Langfjord kraftverk'}]",Idrift,,,Øyrelva,01,619,False,,10,NVE - område: 10
234,Langfoss,Kraftverk,K,SKAGERAK KRAFT AS,979563531,Telemark ,40,Kragerø,14,1955,1955,2.4,11.717,7.69,39.22,0.017,2,017.A0,True,1955-12-01T00:00:00,"[{'KdbID': 610, 'Tittel': 'Ny ervervskonsesjon for Dalsfoss, Tveitereidfoss og Solumsfoss'}, {'KdbID': 1461, 'Tittel': 'Erverv av Solumfossen i Kragerøvassdraget.'}]",Idrift,,,Kragerøvassdraget,03,096,False,,3,NVE - område: 3
897,Langli,Kraftverk,K,ISTAD KRAFT AS,923253920,Møre og Romsdal,15,Molde,06,1944,2014,1.2,3.868,42.0,3.2,0.104,3,105.3C,True,2014-12-17T00:00:00,"[{'KdbID': 62, 'Tittel': 'Regulering av Istadvassdraget, reg. og overf. av Skaldlielv'}, {'KdbID': 7364, 'Tittel': 'Langli kraftverk'}]",Idrift,,,Olteråa,03,440,False,,8,NVE - område: 8
231,Lang-Sima,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Vestland,46,Eidfjord,19,1980,1980,500.0,1252.469,1065.0,51.7,2.686,5,051.2AAB,True,1980-05-20T00:00:00,"[{'KdbID': 371, 'Tittel': 'Statsregulering for utbygging av Eidfjord-Nord - Reguleringsbest.'}, {'KdbID': 7435, 'Tittel': 'Overføring av Våtekleivbekkane til Lang-Sima kraftverk'}]",Idrift,,,Osa-vassdraget,01,225,False,,2,NVE - område: 2
1113,Langsteinelva,Kraftverk,K,,,Trøndelag,50,Stjørdal,35,1997,1997,0.09,0.138,26.0,,,3,125.1Z,True,1997-01-01T00:00:00,"[{'KdbID': 3490, 'Tittel': 'Langsteinfisk AS, ekstraord. tapping fra Mossingvatn, Nord-Trøndela'}]",Idrift,,,Langsteinelva,,999,False,,9,NVE - område: 9
235,Langvatn,Kraftverk,K,SKS PRODUKSJON AS,915637353,Nordland,18,Gildeskål,38,1978,1978,5.4,18.94,60.59,10.78,0.138,4,161.1B2B,True,1978-01-01T00:00:00,"[{'KdbID': 203, 'Tittel': 'Erverv av bruksrett til fall i Sundsfjordelv i Gildeskål'}, {'KdbID': 513, 'Tittel': 'Erverv og reg. av Forsåga og reg. og overf. av Sundsfjordelv'}]",Idrift,,,Sundfjordelva,02,682,False,,10,NVE - område: 10
236,Langvatn,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Nordland,18,Rana,33,1964,1964,90.0,335.945,43.0,284.0,0.088,4,156.A0,True,1964-08-19T00:00:00,"[{'KdbID': 883, 'Tittel': 'Statsreg. av Langvatn og overføring av Ranaelv til Langvatn'}, {'KdbID': 1961, 'Tittel': 'Ekspropr. av grunn og rettigheter for utb. av Langvatn kraftanlegg'}]",Idrift,,,Ranavassdraget,11,655,False,,10,NVE - område: 10
237,Langåsfoss,Kraftverk,K,CHR SALVESEN & CHR THAMS'S COMMUNICATIONS AKTIESELSKAB,915640850,Trøndelag,50,Levanger,37,1987,1987,1.13,3.227,80.0,1.79,0.17,3,126.6AA,True,1987-11-16T00:00:00,"[{'KdbID': 2020, 'Tittel': 'Reg. av Tvåråtjern i Levanger. (Overtagelse av kons.)'}]",Idrift,,,Levangervassdraget,01,512,False,,9,NVE - område: 9
1461,Lappvikelva,Kraftverk,K,NORDIC POWER AS,914341183,Nordland,18,Narvik,06,2010,2010,2.7,4.716,310.0,1.0,0.75,4,173.72Z,True,2010-09-02T00:00:00,"[{'KdbID': 4348, 'Tittel': 'Lappvik kraftverk'}]",Idrift,,,Lappvikelva,21,738,False,,11,NVE - område: 11
1943,Laskbekken,Kraftverk,K,STORFORSHEI NATURKRAFT AS,985229244,Nordland,18,Rana,33,2018,2018,0.99,3.34,181.0,0.75,0.367,4,156.D2D2BZ,True,2018-06-25T00:00:00,"[{'KdbID': 6538, 'Tittel': 'Laskbekken minikraftverk'}]",Idrift,,,Ranavassdraget,,655,False,,10,NVE - område: 10
238,Lassajavrri,Kraftverk,K,YMBER PRODUKSJON AS,913680294,Troms,55,Kvænangen,46,1977,1977,7.2,33.159,146.0,6.19,0.324,4,209.4AC,True,1977-10-01T00:00:00,"[{'KdbID': 329, 'Tittel': ""Erverv av bruksrettskons. for utbygging av Las'sajav'ri kraftverk""}, {'KdbID': 7546, 'Tittel': 'Revisjon av konsesjonsvilkår - Kvænangen'}]",Idrift,,,Abojohka,03,834,False,,12,NVE - område: 12
239,Laudal,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Lindesnes,05,1981,1981,26.0,123.457,36.47,109.73,0.066,2,022.B222,True,1981-01-01T00:00:00,"[{'KdbID': 199, 'Tittel': 'Erverv, ekspropr. og utbygging av Laudal kraftverk'}]",Idrift,,,Mandalselva,04,119,False,,4,NVE - område: 4
1252,Laugaland,Kraftverk,K,LAUGALAND KRAFT AS,989198882,Rogaland,11,Hjelmeland,33,2006,2006,0.075,0.458,60.0,0.16,0.13,2,035.3AZ,True,2006-11-20T00:00:00,"[{'KdbID': 3496, 'Tittel': 'Laugaland mikrokraftverk'}]",Idrift,,,Vormo,,999,False,,3,NVE - område: 3
955,Lauki og Melei,Kraftverk,K,LAUKI OG MELEI KRAFTLAG SA,970541896,Vestland,46,Stryn,51,1917,1917,0.1,0.159,,,,3,088.1A,True,1917-01-01T00:00:00,"[{'KdbID': 3305, 'Tittel': 'Mikrokraftverk i Laukifossen'}]",Idrift,,,Oldenvassdraget,,999,False,,13,NVE - område: 13
1730,Lauvlielva,Kraftverk,K,LAUVLIELVA KRAFT AS,893530312,Innlandet,34,Nordre Land,48,2012,2012,1.25,3.224,153.5,0.9,0.386,1,012.EDB1Z,True,2012-03-27T00:00:00,"[{'KdbID': 4931, 'Tittel': 'Lauvlia minikraftverk'}]",Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
1427,Lauvsnes,Kraftverk,K,SMÅKRAFT AS,984616155,Trøndelag,50,Flatanger,49,2008,2008,1.4,4.287,16.5,9.5,0.041,3,137.7Z,True,2008-05-01T00:00:00,"[{'KdbID': 4707, 'Tittel': 'Rehabilitering av Lauvsnes kraftstasjon'}]",Idrift,,,Lauvsnesvassdraget,01,566,False,,9,NVE - område: 9
2063,Lauvstad,Kraftverk,K,LAUVSTAD KRAFTVERK AS,922414440,Telemark ,40,Drangedal,16,2022,2022,1.89,6.568,102.0,2.328,0.226,2,017.G1B,True,2022-11-02T00:00:00,"[{'KdbID': 7176, 'Tittel': 'Lauvstad kraftverk'}, {'KdbID': 8348, 'Tittel': 'Planendring Lauvstad kraftverk'}]",Idrift,,,Kragerøvassdraget,,096,False,,3,NVE - område: 3
240,Lavkajohka,Kraftverk,K,TROMS KRAFT PRODUKSJON AS,979152116,Troms,55,Storfjord,38,1982,1982,8.7,28.168,133.0,7.38,0.326,4,205.B3B4,True,1982-01-28T00:00:00,"[{'KdbID': 99, 'Tittel': 'Lavkajåkka kraftverk - Erverv og utbygging'}]",Idrift,,,Skibotnvassdraget,02,819,False,,11,NVE - område: 11
1277,Leidesfossen,Kraftverk,K,EFTESTØL Ole Tom,969095335,Agder,42,Kvinesdal,27,2000,2000,0.3,1.283,,,,2,025.AC,True,2000-01-01T00:00:00,"[{'KdbID': 4386, 'Tittel': 'Minikraftverk ved Leidesfossen'}]",Idrift,,,Kvina,,999,False,,4,NVE - område: 4
1926,Leikanger,Kraftverk,K,LEIKANGER KRAFT AS,923662618,Vestland,46,Sogndal,40,2020,2020,77.0,200.792,595.0,14.6,1.465,5,077.6D,True,2020-04-29T00:00:00,"[{'KdbID': 5088, 'Tittel': 'Leikanger kraftverk'}, {'KdbID': 8247, 'Tittel': 'Leikanger kraftverk - ny planendring'}, {'KdbID': 9059, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Leikanger\xa0kraftverk\xa0-\xa0LEIKANGER KRAFT AS - Tapping under LRV ;  - 01.06.2023 til 01.11.2023- Referansenr:RPWJKA'}]",Idrift,,,Grindselvi,01,315,False,,7,NVE - område: 7
241,Leinafoss,Kraftverk,K,AURLAND ENERGIVERK AS,975332438,Vestland,46,Aurland,41,1932,1994,4.8,23.44,54.0,10.02,0.133,5,072.2A,True,1994-05-09T00:00:00,"[{'KdbID': 34, 'Tittel': 'Erverv av bruksrett til Leinafossen i Flåmselven'}, {'KdbID': 324, 'Tittel': 'Erverv av statens fallretter i Flåmselva, (og i Sira-K. kdb:2056)'}, {'KdbID': 1771, 'Tittel': 'Erverv av bruksrett til Leinafoss kraftverk i Flåmvassdr.'}, {'KdbID': 4011, 'Tittel': 'Unntak fra kons.plikt/forkj.rett v/overtakelse av Leinafoss kraftv.'}]",Idrift,,,Flåmselvi,01,292,False,,2,NVE - område: 2
1027,Leirbekken,Kraftverk,K,ORKLAND ENERGI PRODUKSJON AS,917019258,Trøndelag,50,Orkland,59,1915,1915,0.945,3.114,,,,3,121.A1Z,True,1915-01-23T00:00:00,[],Idrift,,,Orkla,,493,False,,8,NVE - område: 8
242,Leirdøla,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Vestland,46,Luster,44,1978,1978,125.0,498.403,454.0,31.0,1.067,5,076.B2Z,True,1978-10-23T00:00:00,"[{'KdbID': 476, 'Tittel': 'Statsregulering av Leirdøla i Luster - Reguleringsbestemmelser'}, {'KdbID': 699, 'Tittel': 'Leirdøla kraftverk - Økt installasjon og endring av manøvr.regl.'}, {'KdbID': 9197, 'Tittel': 'Revisjon av konsesjonsvilkår for Jostedalsvassdraget'}]",Idrift,,,Jostedøla,06,311,False,,7,NVE - område: 7
1724,Leirelva,Kraftverk,K,SMÅKRAFT AS,984616155,Nordland,18,Hemnes,32,2013,2013,4.59,11.534,254.0,2.1,0.607,4,155.AC0,True,2013-12-18T00:00:00,"[{'KdbID': 4308, 'Tittel': 'Leirelva kraftverk'}]",Idrift,,,Røssåga,21,648,False,,10,NVE - område: 10
1408,Leirfossene,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Trøndelag,50,Trondheim,01,2008,2008,45.0,184.018,61.0,85.0,0.151,3,123.A3,True,2008-12-01T00:00:00,"[{'KdbID': 2818, 'Tittel': 'Nytt Leirfossene kraftverk'}]",Idrift,,,Nidelvvassdraget,07,499,False,,9,NVE - område: 9
1647,Leiro,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Vestland,46,Eidfjord,19,2011,2011,5.0,8.105,80.0,7.0,0.198,5,050.CA,True,2011-06-24T00:00:00,"[{'KdbID': 5366, 'Tittel': 'Leiro kraftverk'}]",Idrift,,,Eidfjordvassdraget,03,222,False,,2,NVE - område: 2
1092,Leirosen,Kraftverk,K,LOFOTKRAFT PRODUKSJON AS,987081414,Nordland,18,Vågan,65,1975,1975,0.45,1.744,,,,4,179.4A,True,1975-01-01T00:00:00,[],Idrift,,,Kongselva,,751,False,,11,NVE - område: 11
1853,Leiråa,Kraftverk,K,HELGELAND KRAFT VANNKRAFT AS,917424896,Nordland,18,Brønnøy,13,2017,2017,5.5,24.777,332.11,1.9,0.804,4,144.72Z,True,2017-03-01T00:00:00,"[{'KdbID': 4604, 'Tittel': 'Leiråa småkraftverk'}]",Idrift,,,Leiråa,01,615,False,,10,NVE - område: 10
1834,Leknesvatn,Kraftverk,K,SFE PRODUKSJON AS,984882106,Vestland,46,Askvoll,45,2016,2016,3.8,13.867,253.7,1.8,0.586,3,084.5E,True,2016-10-21T00:00:00,"[{'KdbID': 6100, 'Tittel': 'Leknesvatn kraftverk'}]",Idrift,,,Skorveelva,03,344,False,,13,NVE - område: 13
630,Lekum,Kraftverk,K,SMÅKRAFT AS,984616155,Østfold,31,Indre Østfold,18,1992,1992,1.5,3.349,31.39,5.48,0.071,1,002.B12,True,1992-01-01T00:00:00,"[{'KdbID': 1001, 'Tittel': 'Lekumfoss kraftverk'}]",Idrift,,,Glommavassdraget,11,004,False,,1,NVE - område: 1
1007,Lesjaverk,Kraftverk,K,,,Innlandet,34,Lesja,32,1942,1942,0.0085,0.038,4.0,,,3,002.DL,True,1942-12-23T00:00:00,[],Idrift,,,Glommavassdraget,,005,False,,8,NVE - område: 8
1844,Liaelva,Kraftverk,K,SMÅKRAFT AS,984616155,Innlandet,34,Sør-Aurdal,49,2016,2016,1.5,3.243,263.06,0.7,0.595,1,012.J6Z,True,2016-12-05T00:00:00,"[{'KdbID': 6807, 'Tittel': 'Liaelva kraftverk'}]",Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
243,Liafoss,Kraftverk,K,ALBERT COLLETT,911074184,Trøndelag,50,Nærøysund,60,1949,1949,2.9,17.602,45.59,8.8,0.0915,3,141.B,True,1949-01-01T00:00:00,[],Idrift,,,Oppløyelva,03,588,False,,9,NVE - område: 9
1749,Liarelva,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Kvinnherad,17,2013,2013,1.9,4.376,430.5,0.5,1.056,2,042.711Z,True,2013-07-12T00:00:00,"[{'KdbID': 5229, 'Tittel': 'Liarelva Kraftverk'}]",Idrift,,,Liarelva,01,192,False,,5,NVE - område: 5
244,Liavatn,Kraftverk,K,ALBERT COLLETT,911074184,Trøndelag,50,Nærøysund,60,1962,1962,1.8,11.82,56.09,5.01,0.0998,3,141.C,True,1962-01-01T00:00:00,"[{'KdbID': 881, 'Tittel': 'Reg. av Mjøsundvatn og Hustjern og overf. til Storvatn i Opløyvassd'}, {'KdbID': 3322, 'Tittel': 'Fornyet konsesjon for Mjøsundvatn og Hustjern i Opløvassdraget'}]",Idrift,,,Oppløyelva,04,588,False,,9,NVE - område: 9
2156,Liavatn,Kraftverk,K,DALANE KRAFT AS,982388406,Rogaland,11,Eigersund,01,2024,2024,0.5,2.0,15.0,4.0,0.035,2,027.1E3,True,2024-09-23T00:00:00,"[{'KdbID': 6008, 'Tittel': 'Liavatn minikraftverk'}]",Idrift,,,Grødeimelva,03,135,False,,4,NVE - område: 4
1912,Lidal,Kraftverk,K,FJÆRLAND KRAFT AS,916498721,Vestland,46,Sogndal,40,2017,2017,7.82,8.882,636.9,1.5,1.448,5,078.12Z,True,2017-10-09T00:00:00,"[{'KdbID': 4242, 'Tittel': 'Lidal kraftverk'}]",Idrift,,,Kvanndøla,01,321,False,,7,NVE - område: 7
1709,Lielva,Kraftverk,K,NITO AS,988926930,Buskerud,33,Flå,20,2012,2012,1.15,3.003,186.0,0.77,0.415,5,012.CB5Z,True,2012-09-25T00:00:00,"[{'KdbID': 5068, 'Tittel': 'Lien minikraftverk'}]",Idrift,,,Drammensvassdraget,62,043,False,,2,NVE - område: 2
2008,Liemyr,Kraftverk,K,SIRDAL KRAFT AS,920828108,Agder,42,Sirdal,28,2020,2020,1.42,5.224,31.0,6.2,0.064,2,026.D1A5,True,2020-03-10T00:00:00,"[{'KdbID': 5289, 'Tittel': 'Liemyr kraftverk'}]",Idrift,,,Sira,13,132,False,,4,NVE - område: 4
1887,Lille Måsevatn,Pumpe,P,STATKRAFT ENERGI AS,987059729,Finnmark,56,Lebesby,24,2016,2016,-0.68,-1.547,-34.05,1.4,,4,229.A2B,True,2016-11-24T00:00:00,"[{'KdbID': 5794, 'Tittel': 'Reg. Lille Måsevatn, Lille Måsevatn pumpe, overf. bekkeinntak til Adamselv krv'}]",Idrift,,,Adamselvvassdraget,03,893,False,,12,NVE - område: 12
790,Lindland,Kraftverk,K,DALANE KRAFT AS,982388406,Rogaland,11,Sokndal,11,2002,2002,8.1,41.709,106.0,10.0,0.248,2,026.4B22,True,2002-10-11T00:00:00,"[{'KdbID': 1208, 'Tittel': 'Dalane Elverk - Vassdragskons. ved sammensl. elforsyningsenheter'}, {'KdbID': 1779, 'Tittel': 'Utb. Sokndalselva. Reg. Barstadvatn - Lindland kraftverk'}, {'KdbID': 3049, 'Tittel': 'Planendring/ekspropriasjon  Lindland kraftverk i Sokndalsvassdraget'}, {'KdbID': 3662, 'Tittel': 'Ervervskonsesjon og overf. av reg.kons. knyttet til Lindland kr.v.'}]",Idrift,,,Sokno,02,134,False,,4,NVE - område: 4
1615,Lindåna,Kraftverk,K,CADRE ELVEKRAFT AS,929375769,Agder,42,Evje og Hornnes,19,2011,2011,1.45,4.335,135.0,1.35,0.298,2,021.B62,True,2011-03-09T00:00:00,"[{'KdbID': 4368, 'Tittel': 'Lindåna kraftverk'}]",Idrift,,,Otra,,115,False,,4,NVE - område: 4
245,Linvasselv,Kraftverk,K,NTE ENERGI AS,988340715,Trøndelag,50,Lierne,42,1962,1962,25.0,70.59,106.69,27.45,0.252,4,307.3B9,True,1962-12-02T00:00:00,"[{'KdbID': 1144, 'Tittel': 'Reg. av Vekteren og Limingen - Manøvreringreglement'}]",Idrift,,,Faxälven,01,964,False,,10,NVE - område: 10
246,Lio,Kraftverk,K,STATKRAFT ENERGI AS,987059729,Telemark ,40,Tokke,34,1969,1969,43.0,266.18,346.0,13.98,0.854,2,016.BE2A10,True,1969-02-13T00:00:00,"[{'KdbID': 2087, 'Tittel': 'Ekspropriasjon for utb. av Tokke 5 og 6, Børte og Lio.'}, {'KdbID': 9314, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet ved Lio\xa0kraftverk\xa0-\xa0Referansenr:RVCQSJ'}]",Idrift,,,Skiensvassdraget,95,078,False,,3,NVE - område: 3
1754,Lislevatn,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Evje og Hornnes,19,2015,2015,4.2,13.506,92.2,5.0,0.233,2,020.BBC,True,2015-03-03T00:00:00,"[{'KdbID': 948, 'Tittel': 'Reg. av Uldalselv i Tovdalsvassdraget'}, {'KdbID': 949, 'Tittel': 'Regulering av Eptevatn/Homstølvatn i Tovdalsvassdraget'}, {'KdbID': 4674, 'Tittel': 'Lislevatn kraftverk'}]",Idrift,,,Tovdalsvassdraget,23,111,False,,4,NVE - område: 4
247,Litjfossen,Kraftverk,K,KRAFTVERKENE I ORKLA DA,947576283,Innlandet,34,Tynset,27,1982,1982,75.0,135.791,285.0,30.02,0.694,3,121.E5A,True,1982-10-01T00:00:00,"[{'KdbID': 447, 'Tittel': 'Orkla-Grana utbyggingen - Erverv og regulering av Orkla og Grana'}, {'KdbID': 770, 'Tittel': 'Orkla-Grana utbyggingen - Ekspropriasjon for bygging av kraftverk'}, {'KdbID': 8662, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Litjfossen\xa0kraftverk\xa0-\xa0 Refnr:FJIFXO'}]",Idrift,,,Orkla,13,493,False,,8,NVE - område: 8
1748,Litj-Hena,Kraftverk,K,LITJ-HENA KRAFTVERK AS,912040909,Trøndelag,50,Tydal,33,2014,2014,4.858,10.189,260.7,2.12,0.637,3,123.D7Z,True,2014-07-12T00:00:00,"[{'KdbID': 5140, 'Tittel': 'Litj-Hena kraftverk'}]",Idrift,,,Nidelvvassdraget,29,499,False,,9,NVE - område: 9
248,Litledalen,Kraftverk,K,SUNNHORDLAND KRAFTLAG AS,916435711,Vestland,46,Etne,11,1920,1963,17.0,32.3,126.0,16.8,0.281,2,041.AB,True,1963-01-01T00:00:00,"[{'KdbID': 1205, 'Tittel': 'Nytt man.regl. for reg. av Litledalsvassdr. i Etne'}, {'KdbID': 9256, 'Tittel': 'Midlertidig fravik fra manøvreringsreglementet - Litledalen\xa0kraftverk\xa0-\xa0SUNNHORDLAND KRAFTLAG AS - Tapping under LRV ;  - 15.04.2024 til 15.11.2024- Referansenr:NJKGAZ'}, {'KdbID': 9451, 'Tittel': 'Søknad - Midlertidig fravik fra manøvreringsreglementet - Litledalen\xa0kraftverk\xa0-\xa0SUNNHORDLAND KRAFTLAG AS - Tapping under LRV ;  - 03.07.2024 til 28.02.2025- Referansenr:JPUVTZ'}]",Idrift,,,Etnevassdraget,11,183,False,,5,NVE - område: 5
1475,Litlelva,Kraftverk,K,ULVIG KIÆR AS,986531491,Trøndelag,50,Namsskogan,44,2009,2009,1.36,2.702,140.0,1.15,0.329,4,139.E4B,True,2009-05-12T00:00:00,"[{'KdbID': 5225, 'Tittel': 'Litleelva småkraftverk'}]",Idrift,,,Namsen,53,579,False,,10,NVE - område: 10
1729,Litleåna,Kraftverk,K,MYGLAND KRAFT AS,998072867,Agder,42,Kvinesdal,27,2013,2013,3.2,8.482,67.0,5.7,0.156,2,025.AC42,True,2013-01-02T00:00:00,"[{'KdbID': 5191, 'Tittel': 'Mygland kraftverk'}]",Idrift,,,Kvina,07,127,False,,4,NVE - område: 4
1970,Ljotå,Kraftverk,K,LJOTÅ KRAFTVERK AS,994724819,Vestland,46,Bjørnafjorden,24,2019,2019,1.65,5.347,153.1,1.32,0.347,2,053.80,True,2019-12-23T00:00:00,"[{'KdbID': 6260, 'Tittel': 'Ljotå kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,5,NVE - område: 5
1437,Ljøsåa,Kraftverk,K,SMÅKRAFT AS,984616155,Møre og Romsdal,15,Sunndal,63,2008,2008,2.6,4.623,373.0,0.81,0.892,3,109.4Z,True,2008-08-26T00:00:00,"[{'KdbID': 4322, 'Tittel': 'Ljøsåa kraftverk'}]",Idrift,,,Usma,03,450,False,,8,NVE - område: 8
250,Logna,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Åseral,24,1961,1961,20.2,106.69,146.39,15.89,0.352,2,022.EB2B,True,1961-12-04T00:00:00,"[{'KdbID': 864, 'Tittel': 'Regulering av Juvatn, Mevatn og Gundevatn i Lognavassdraget'}, {'KdbID': 1851, 'Tittel': 'Till. til bygging og drift av Logna kraftverk'}]",Idrift,,,Mandalselva,22,119,False,,4,NVE - område: 4
251,Lomen,Kraftverk,K,HAFSLUND KRAFT AS,976894677,Innlandet,34,Vestre Slidre,52,1983,1983,54.5,171.527,308.0,20.51,0.737,1,012.M,True,1983-11-17T00:00:00,"[{'KdbID': 676, 'Tittel': 'Overf. av Øystre Slidrevassdr. og erverv for bygging av Lomen kr.v.'}]",Idrift,,,Drammensvassdraget,38,043,False,,1,NVE - område: 1
252,Lomi,Kraftverk,K,SKS PRODUKSJON AS,915637353,Nordland,18,Fauske – Fuossko,41,1979,1979,118.0,391.838,560.0,25.01,1.311,4,164.D9,True,1979-01-01T00:00:00,"[{'KdbID': 404, 'Tittel': 'Erverv og regulering i Lomivassdraget i Fauske'}]",Idrift,,,Sulitjelmavassdraget,21,698,False,,10,NVE - område: 10
1177,Lomsdalselva,Kraftverk,K,ANDREAS LOMSDAL,969742918,Innlandet,34,Søndre Land,47,1998,1998,0.025,0.052,,,,1,012.EZ,True,1998-01-01T00:00:00,[],Idrift,,,Drammensvassdraget,,043,False,,1,NVE - område: 1
2148,Lona,Kraftverk,K,LONA KRAFTVERK AS,931563106,Agder,42,Flekkefjord,07,2024,2024,0.55,2.0,72.5,0.94,0.163,2,026.D2B,True,2024-08-29T00:00:00,"[{'KdbID': 8966, 'Tittel': 'Lona minikraftverk'}]",Idrift,,,Sira,,132,False,,4,NVE - område: 4
232,Longerak,Kraftverk,K,Å ENERGI VANNKRAFT AS,882973972,Agder,42,Bygland,20,1915,1915,1.2999,6.735,298.0,0.69,0.515,2,021.D30,True,1915-01-01T00:00:00,[],Idrift,,,Otra,11,115,False,,4,NVE - område: 4
1688,Lothe,Kraftverk,K,SJUR LOTHE,820285522,Vestland,46,Ullensvang,18,2007,2007,0.09,0.446,203.0,0.055,0.455,5,047.40,True,2007-03-15T00:00:00,"[{'KdbID': 2971, 'Tittel': 'Lothe kraftverk'}]",Idrift,,,KYSTFELT,,999,False,,6,NVE - område: 6
1595,Lotsberg,Kraftverk,K,SMÅKRAFT GREEN BOND 1 AS,921075758,Vestland,46,Stad,49,2010,2010,1.45,3.688,271.0,0.65,0.62,3,089.2A,True,2010-10-26T00:00:00,"[{'KdbID': 5418, 'Tittel': 'Lotsberg småkraftverk'}]",Idrift,,,Lotsbegelva,,999,False,,13,NVE - område: 13
253,Lovik,Kraftverk,K,NORDKRAFT MAGASIN AS,928657213,Nordland,18,Andøy,71,1952,1952,1.2,4.941,92.0,1.79,0.185,4,178.74A4,True,1952-01-01T00:00:00,"[{'KdbID': 5360, 'Tittel': 'Revisjon av konsesjonsvilkår - Bleksvatn, Hinnøy'}]",Idrift,,,Storelva,01,759,False,,11,NVE - område: 11
953,Lundsfoss,Kraftverk,K,LUNDSFOSS KRAFTSTASJON AS,959395721,Akershus,32,Aurskog-Høland,26,1915,1915,0.7,3.541,,,,1,001.FA,True,1915-01-01T00:00:00,[],Idrift,,,Haldenvassdraget,,003,False,,1,NVE - område: 1
